id,url,title_korean,title_japanese,title_english,format,status,year,quarter,start_date,end_date,total_episodes,duration,genres,tags,synopsis,num_characters,main_characters,director,studio,original_work,error
453,https://anilife.app/content/453?tab=info,섀도우버스 FLAME,シャドウバースF（フレイム）,Shadowverse Flame,,,,,,,,,판타지,카드 전투|대학|비디오 게임|앙상블 캐스트|주로 아이 캐스트,"너와 함께라면, 더욱 뜨거워질 수 있어!",6,텐류 라이트(우에무라 유스케)|드라그닐(이자와 시오리)|미츠타가와 이츠키(야마무라 히비키)|슬레이드(야마무라 히비키)|마카베 스바루(우라와 노조미),카와구치 케이치로,"ZEXCS, TV 도쿄, Sonilude",,
452,https://anilife.app/content/452?tab=info,힐러 걸,ヒーラー・ガール,Healer Girl,,,,,,,,,음악|일상|초자연,뮤지컬|주로 여성 캐스트|여성 주인공|귀여운 소녀들의 귀여운 일상|마법|이야시케이|주로 청소년 캐스트|밴드|학교|외국|시골|메이드,"제3의 의학, 힐링. 노래로 병이나 상처를 치료하는 음성 의학.그리고 노래함으로써 의료 행위를 행한 사람들을 힐러라고 불렀다.카라스마 음성치료원에서 일하고 있는 세 명의 수습생 힐러들.언제나 기운 넘치는 분위기 메이커, 후지이 카나. 약간 드센 아가씨, 이츠시로 레이미.그리고 느긋해 보이면서도 똑 부러지는 모리시마 히비키.고등학교 1학년인 세 사람은 방과 후 카라스마 음성치료원에서어엿한 힐러가 되기 위해 수행 중이었다.귀국 자녀이자 C급 힐러 자격을 가진 야나기 소니아까지 더해,소녀들은 꿈을 향해서 오늘도 치유의 노래를 부릅니다!",6,후지이 카나(이소베 카린)|이츠시로 레이미(호리우치 마리나)|모리시마 히비키(쿠마다 아카네온)|야나기 소니아(요시타케 치하야)|나기사 쇼코(토죠 히사코),이리에 야스히로,"Studio 3Hz, 반다이 남코 아츠, Live Viewing Japan",,
458,https://anilife.app/content/458?tab=info,오니팬!,おにぱん！,Onipan!,,,,,,,,,코미디,주로 여성 캐스트|귀여운 소녀들의 귀여운 일상|괴물 소녀|어린이|메타|주로 청소년 캐스트|여성 주인공|변신|아이돌|리얼 로봇|카드 전투,"「오니는 악당」그런 이미지는 이제 낡았다. 지금은 인간들과 아주 사이좋게 지낸다.…옛날의 난폭한 이미지 때문에, 오해받거나 괴롭힘을 당하는 경우도 있지만.이것은 인간과 오니가 함께 살아가는 세상에서,3명의 오니 여자아이들이 오니의 이미지를 올리기 위해 분투하는 이야기.오니가시마에서 도쿄의 중학교로 전학하고…때로는 사람 돕기, 때로는 지역 활동, 때로는 학교 행사에 전념, 그리고 때때로… 아이돌 활동까지?!키 아이템은, 오니족에게 내려져오는 팬티―…그 이름도 「오니팬!」어떤 능력이 깃들여져 있을까, 아니면 능력이 없을까?!여기에 모모타로와 일촌법사의 후손까지 등장하는데…!?바쁜 나날을 보내는 오니 여자아이들, 가끔은 실패하여 주눅들 때도 있지만오늘도 꿋꿋하게 열심히 힘내겠습니다!",6,츠츠지(노자키 유아)|츠유쿠사(노나카 코코나)|히마와리(네기시 미카)|쿠마(이노우에 키쿠코)|잇슨 노리코(토미타 미유),오오타 마사히코,"위트 스튜디오, 쇼가쿠칸 슈에이샤 프로덕션",,
444,https://anilife.app/content/444?tab=info,RPG 부동산,RPG不動産,RPG Fudousan,,,,,,,,,코미디|판타지|일상,일|주로 여성 캐스트|귀여운 소녀들의 귀여운 일상|여성 주인공|괴물 소녀|용|이야시케이|다중 인격|마법|청년|비극|시골,"마왕이 쓰러지고 세계가 평화로워진 지 15년.'카자이로 코토네 는 새로운 집을 찾아 ""RPG 부동산에 방문하지만,사실은 그곳이 코토네의 취직처였다.동료들은 자유롭고 장난기 많은 '파’,일에 엄격한 승려 '루프리아’,가련한 외모와 정반대의 강인함을 지닌 전사 '라키라'.'코토네'는 세 사람과 함께 힘을 모아 집을 구하러 방문하는 색다른 손님들의억지를 사이좋고 즐겁게 해결하면서 새로운 주거를 제공해 나간다.소중한 집 찾기는 ""RPG 부동산""에 맡겨주세요!물 속에서도, 구름 위에서도, 어떤 장소라도반드시 당신이 기뻐해 줄 멋진 집을 찾아내겠습니다!",6,카자이로 코토네(이노우에 호노카)|파(키노 히나)|라키라(이시미 마이나카)|루후리아(카와이다 나츠미)|사토나(히카사 요우코),에토다 토모아키,"Doga Kobo, 카도카와, 닛폰 콜롬비아, AT-X, 카도카와 미디어 하우스, BS Nippon, Houbunsha",켄모치 치요,
460,https://anilife.app/content/460?tab=info,카기나도 시즌 2,かぎなど シーズン２,Kaginado Season 2,,,,,,,,,코미디,크로스오버|치비|앙상블 캐스트,"이것은 작은 기적......을 파괴하는 이야기?또 다른 세상에서 '사립 카기나도 학원'에 나타난 것은새로이 반짝이는 별들인가 아니면 반짝이는 별들을 먹어치울 먹구름인가.그녀와 일행은 부정한다! 이 세계를.그녀와 일행은 저항한다! 이 세계를 만든 누군가에게.하지만, 그녀와 일행들이 세계의 비밀과 접촉했을 때,이 세계를 사랑하는 자들이 그 앞을 막아선다.지금, 세계를 뒤흔드는 싸움이 시작된다?!",6,츠키미야 아유(호리에 유이)|카미오 미스즈(사나다 아사미)|후루카와 나기사(나카하라 마이)|나오에 리키(호리에 유이)|카가리(하나자와 카나),,LIDENFILMS Kyoto Studio,키,
451,https://anilife.app/content/451?tab=info,빌디바이드: Code White,ビルディバイド -#FFFFFF-(コードホワイト),Build Divide: Code White,,,,,,,,,액션|SF,카드 전투|디스토피아|포스트 아포칼립틱|시간 건너뛰기|이세계|여성 주인공,"'왕'에 의한 통치가 이루어지는 도시 '신교토'이곳 신교토에서는 소원을 이루기 위해서 '왕'에게 도전하는 싸움 '리빌드 배틀'이 벌어지고 있었다.하지만 그 진실은 신교토는 가상 도시이며,도시를 움직이는 프로그램과 융합시킬 메인 CPU로써 사용할 빌디바이드 실력자를 선정하는 것이었다.그리고 테루토의 싸움의 목적은 CPU로써 붙잡힌 킷카를 구하는 것이었는데.시간은 흘러 3년 후신교토의 예전 거리의 모습을 잃어버리고 붕괴한 도시가 되었다.민중은 KUGE라 불리는 왕의 종자들에 의해 주력을 빼앗는 '단지'에 수용되었다.모든 것은 '왕'을 유지하기 위해서......그러던 중, KUGE에게 쫓기는 한 명의 소녀가 있었다.그 소녀는 한때 왕이었던 쿠라베 킷카.신교토의 역사에서 가장 강하다고 일컬어졌던 킷카였지만그런 그녀도 손쓸 방법이 없어 KUGE에게 계속 쫓기고 있었다.킷카는 빌디바이드 덱이 없었기 때문이다.'이것은 죄, 이것은 벌. 내게는 두 번 다시 빛이 찾아오지 않아......'수많은 후회와 함께 계속 도망쳐온 나날절망의 늪에 빠진 그녀에게 구원의 손을 내민 것은'다시 한번 만나고 싶어''테루토를' '스승님을'붕괴한 도시 '신교토'를 무대로 소녀와 소녀가 손잡고소중한 사람을 만나러 가는 그녀들의 싸움이 지금 시작된다.",6,킷카(세리자와 유우)|무네나시 히요리(고가 아오이)|쿠라베 테루토(우에무라 유스케)|반카 사쿠라()|엔조우 나오미츠(타마루 아츠시),코마다 유키,"라이덴필름, 애니플렉스","카와모토 호무라, 타케노 히카루",
463,https://anilife.app/content/463?tab=info,오드 택시 인 더 우즈,映画 オッドタクシー イン・ザ・ウッズ,Odd Taxi: In the Woods,,,,,,,,,드라마|미스터리|심리|스릴러,인간화|범죄|동물|주로 어른 캐스트|앙상블 캐스트|도시|일|야쿠자|남성 주인공|자동차|주로 동물 출연|아이돌|경찰|쌍둥이|자살,"'오도카와'는 과묵하면서도 편협한 사고방식을 가진 개인택시 운전사이다. 그러던 어느 날, 주변을 떠들썩하게 만든 네리마구 여고생 실종 사건에 휘말려 버리게 되는데... 관종 대학생 '카바사와', 무언가 숨기는 게 있는 간호사 '시라카와', 인기 없는 개그 콤비 '호모사피엔스', 도시의 건달 '도부', 아이돌 '미스테리 키스'까지... 오도카와가 택시를 태웠던 이들의 대화 속에 실종사건의 비밀이 숨겨져있다!",6,오도카와 히로시(하나에 나츠키)|시라카와 미호(이이다 리호)|고리키(키무라 료헤이)|카키하나 에이지(야마구치 카츠히로)|니카이도우 루이(미모리 스즈코),키노시타 무기,"OLM, P.I.C.S., TV 도쿄, 포니 캐년, 크런치롤, AT-X, Asmik Ace, 덴츠, Pony Canyon Enterprise, Yoshimoto Kogyo",,
447,https://anilife.app/content/447?tab=info,"사상 최강의 대마왕, 마을 사람 A로 전생하다",史上最強の大魔王、村人Aに転生する,"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",,,,,,,,,액션|에치|판타지|로맨스,마법|환생|여성 하렘|이성애|남성 주인공|시간 건너뛰기|학교|시간 조작|연령 감소|LGBTQ+ 주제|츤데레|군사|악마|사랑의 삼각형|전쟁,"처음 친구이자 소꿉 친구 인 이리나와 함께 마법 학원에 입학 한 아드이었지만,특별한 존재가되기를 얼마나 거절해도 그 힘이 규격 외인 것을 감추지 못했다.경외감을 품은 자, 언쟁하는 자가 끊이지 않고, 또 한번 세계를공포에 몰아 넣었다 ""《마족》""도 암약 시작 -.원래 ""《마왕》""은 평온하고 평범한 인생을 손에 넣을 수 있을까.파란만장 한 학원 영웅 판타지, 개막!",6,메테오 아드(후카마치 죠프세이)|올하이드 데 리츠 이리나(마루오카 카즈나)|살반 드 핀 긴니(요미야 히나)|마르헤븐 실피(오오하시 아야카)|바인 벨 올리비아(소노자키 미에),미나토 미라이,"실버 링크, BLADE, 카도카와, 크런치롤, AT-X, 카도카와 미디어 하우스, BS Nippon, Docomo Anime Store, Simplicity, Bandai Namco Music Live",,
466,https://anilife.app/content/466?tab=info,코타로는 1인 가구,コタローは１人暮らし,Kotarou wa Hitorigurashi,,,,,,,,,코미디|드라마|일상,찾은 가족|가정 생활|비극|에피소딕|주로 어른 캐스트|성장기|남성 주인공|청년|이야시케이|학교|귀여운 소년들의 귀여운 일상|불량배|탐정,허름한 원룸 건물에서 혼자 힘으로 살아가는 조숙하고 외로운 꼬마 남자아이의 이야기를 그린 애니메이션 시리즈. 츠무라 마미 만화 원작.,6,사토우 코타로(쿠기미야 리에)|카리노 신(마스다 토시키)|타마루 이사무(스와부 준이치)|아키토모 미즈키(하야미 사오리)|코바야시 아야노(하나모리 유미리),마키노 토모에,"라이덴필름, 넷플릭스",츠무라 마미,
457,https://anilife.app/content/457?tab=info,에스터블라이프 그레이트 이스케이프,エスタブライフ グレイトエスケープ,Estab-Life: Great Escape,,,,,,,,,액션|SF,도시 판타지|괴물 소녀|로봇|동물|주로 여성 캐스트|전체 CGI|정치|에피소딕|여성 주인공|LGBTQ+ 주제|인간화|갱단|오타쿠 문화|여행,"'사는 것이 괴로우신가요? 그렇다면 도망치면 돼요.'한참 뒤의 미래. 인간은 지금까지의 모습뿐만이 아니라 수인, 사이보그, 마족 등 다양한 모습을 가지게 되었다.도쿄의 거리는 AI가 관리하는 높다란 벽에 둘러싸여 클러스터라는 수많은 지역들로 나누어졌고,자유로운 왕래가 금지되어 각자 독자적인 문화와 상식을 키워나갔다.사람들은 자신들이 태어난 클러스터의 상식을 기준으로 삼아 행복한 일생을 보냈다.하지만, 그중에는 자신들의 클러스터에 적응할 수 없는 사람들도 나타났다.그리고 그런 사람들을 다른 클러스터로 도망치게 하는 것을 생업으로 하는 사람들이 있었다.도망치고자 하는 자로부터 의뢰를 받아 갖가지 방법을 구사해 AI의 의표를 찔러,본래라면 불가능한 클러스터 간의 이동을 성사시키는 사람들, 탈출업자.도망치고, 도망치고, 또 도망쳐라!도망치고자 하는 사람들을 돕는 5명의 탈출업자의 이야기!",5,에쿠아(레이나이 토모미)|페레스(타카하시 리에)|마르테세(나가나와 마리아)|울라(미키 신이치로)|알가(하야미 쇼),하시모토 유지,"POLYGON PICTURES, 후지 TV, 스퀘어 에닉스, 크런치롤, BS Fuji, Slow Curve, 덴츠, GAGA, Rakuten",,
465,https://anilife.app/content/465?tab=info,아하렌 양은 알 수가 없어,阿波連さんははかれない,Aharen-san wa Hakarenai,,,,,,,,,코미디|로맨스|일상,쿠데레|학교|괴상한 코미디|때림 개그|남성 주인공|주로 청소년 캐스트|에피소딕|이성애|여성 주인공|풍자|메타|귀여운 소녀들의 귀여운 일상|교사|CGI|가정 생활|소년 만화|야외|동물|성전환|야구|농구|탁구|낚시|장기,"몸집이 작고 조용한 여자아이, 아하렌 레이나 양.다른 사람과의 거리 조절이 조금 서툴다.그런 그녀의 옆자리에 앉은 라이도는아하렌 양과의 사이에서 거리감을 느끼고 있었다.어느 날, 아하렌 양이 떨어뜨린 지우개를라이도가 주워 준 것을 계기로 둘 사이의 거리는 갑자기 가까워지는데?!'너무 멀었다가' '너무 가까웠다가' 예측 불가능한 아하렌 양.여러 가지 의미로, '알 수 없는' 밀착 계열?청춘 러브 코미디의 막이 오른다!!",6,아하렌 레이나(미나세 이노리)|마츠보시 레이도(테라시마 타쿠토쿠)|오오시로 미츠키(이치미치 마오)|토바루-센세이(하나자와 카나)|이시카와(카키바라 테츠야),마키노 토모에,"Felix Film, 빌리빌리",미즈 아사토,
469,https://anilife.app/content/469?tab=info,표류단지,雨を告げる漂流団地,Ame wo Tsugeru Hyouryuu Danchi,,,,,,,,,모험|드라마|미스터리|초자연,주로 아이 캐스트|찾은 가족|도시 판타지|성장기|어린이|생존|이세계|유령|해안|이야시케이|축구|사진,주민들이 모두 떠난 아파트를 타고 돌연 망망대해 위를 표류하게 된 아이들.집으로 돌아가기 위해선 서로에게 조금 더 솔직해질 필요가 있는데.,6,쿠마가야 코스케(타무라 무츠미)|토나이 나츠메(세토 아사미)|노포(무라세 아유무)|타치바나 유즈루(야마시타 다이키)|코이와이 타이시(코바야시 유미코),이시다 유코우,"Studio Colorido, Twin Engine, 넷플릭스",,
464,https://anilife.app/content/464?tab=info,드래곤볼 슈퍼: 슈퍼 히어로,ドラゴンボール超 スーパーヒーロー,Dragon Ball Super: Super Hero,,,,,,,,,액션|모험|판타지|SF,슈퍼히어로|슈퍼 파워|전체 CGI|사이보그|변신|무술|소년 만화|CGI|남성 주인공|주로 어른 캐스트|주로 남성 캐스트|대형 괴수|인공 지능|용|배틀 로얄|병렬 우주|토쿠사츠,"일찍이 손오공이 괴멸시킨 악의 조직 레드리본군. 하지만 그 의지는 살아있었다!부활한 그들은 새로운 인조인간 감마 1호 & 감마 2호를 탄생시켜 복수를 위해 움직이기 시작한다.불온한 움직임을 한 발 먼저 감지한 피콜로는 레드리본군 본부에 잠입하지만,그곳에서 뜻밖의 최흉병기의 존재를 알게 되었다!팡이 납치당하여 기지로 끌어들여진 손오반도 참전하여 일찍이 없던 슈퍼 배틀이 시작된다!과연 사투의 행방은? 그리고 지구의 운명은?",6,피콜로(후루카와 토시오)|손 고한(노자와 마사코)|손 고쿠(노자와 마사코)|불마(히사카와 아야)|베지타(호리카와 료),코다마 테츠로,"토에이 애니메이션, Graphinica, 후지 TV, 슈에이샤, 반다이 스피리츠, Bandai Namco Entertainment, Bandai, Toei",토리야마 아키라,
462,https://anilife.app/content/462?tab=info,5등분의 신부 극장판,映画 五等分の花嫁,Go-toubun no Hanayome Movie,,,,,,,,,코미디|드라마|로맨스|일상,쌍둥이|여성 하렘|성장기|남성 주인공|사랑의 삼각형|주로 여성 캐스트|앙상블 캐스트|이성애|결혼|교사|소년 만화|학교|츤데레|비시간 순서|쿠데레|주로 청소년 캐스트|시간 건너뛰기|도시|귀여운 소녀들의 귀여운 일상,"「낙제 직전」「공부가 싫은」미소녀 다섯 쌍둥이를아르바이트 가정 교사로서 「졸업」까지 이끈 후타로.배우에 전념하기 위해 휴학하기로 한 이치카의 공부를 봐주면서「학교 축제」 준비에 힘쓰는 후타로와,후회 없는 「학교 축제」를 만들기 위해 평소 이상으로 노력하는 요츠바.어지러운 날들이 지나고 정신을 차려보니 「학교 축제」 전날.후타로는 포기하지 않고 힘쓰는 이츠키의 모습에 힘입어,니노의 각오와 미쿠의 결의, 그리고 이치카·요츠바·이츠키에 대한 마음의 답을 찾는다.저마다의 생각을 안고 있는 와중,드디어 시작된 고교 생활 최후의(마지막) 이벤트인 「학교 축제」 첫날.『학교 축제 첫날 15시에 교실에 와줘교실에 모인 다섯 쌍둥이는, 후타로에게 어떠한 마음을 고백 받게 될까?",6,우에스기 후타로(마츠오카 요시토모)|나카노 이치카(하나자와 카나)|나카노 니노(타케타치 아야나)|나카노 미쿠(이토 미쿠)|나카노 요츠바(사쿠라 아야네),진포 마사토,"Bibury Animation Studios, 포니 캐년, TBS",하루바 네기,
454,https://anilife.app/content/454?tab=info,유희왕 고 러시!!,遊☆戯☆王ゴーラッシュ!!,Yu☆Gi☆Oh! Go Rush!!,,,,,,,,,액션|판타지|SF,카드 전투|외계인|어린이|주로 아이 캐스트|요괴,"무츠바 시티(六葉町)에 사는 쌍둥이 남매 오도 유히와 오도 유아무는, 조금 수상한 우주인 박멸 회사, UTS(우주인 트러블 상담소)를 경영하는 초등학생. 유히가 만든 의문의 장치로 우주인을 찾아서는, 쓸데없이 고생만 반복하는 나날을 보내고 있었다...... 바로, 그 날까지는!!갓 만들어진 미스터리 서클에서 마침내 진짜 우주선을 발견한 유히와 유아무. 조심스레 우주선에 진입한 두 사람은, 그 배 안에서 저 멀리 벨갸 성단(ベルギャー星団)으로부터 왔다고 하는 우주인, 유디아스와 조우!!고향 성단에서 쫓겨난 동료를, 새로운 미래로 이끌 것이라 전해지는 ""러시 듀얼""을 찾아 지구까지 온 유디아스였지만, 정작 그게 무엇인지는 모르는 모양. 그런 초심자 유디아스에게 두 팔 걷고 도와주겠다며 러시 듀얼을 신청하는 유히. 이렇게 초등학생과 우주인의, 서로 다른 행성 간의 첫 교류는 러시 듀얼로 이뤄지게 되는데......!!지금, 머나먼 은하에서 온 한 명의 우주 전사가, 러시 듀얼이라는 새로운 전장을 달려나간다!간다, 고 러시!!",6,벨기어 유디아스(란즈베리 아사)|오우도우 유히(쿠마가이 토시키)|오우도우 유아무(후쿠시마 카카)|키리시마 로민(나나키 토모리)|소우게츠 가쿠토(하나에 나츠키),콘도 노부히로,Bridge,타카하시 카즈키,
467,https://anilife.app/content/467?tab=info,칭송받는 자: 두 명의 백황,うたわれるもの 二人の白皇,Utawarerumono: Futari no Hakuoro,,,,,,,,,액션|드라마|판타지|SF,전쟁|비극|포스트 아포칼립틱|음모|신들|동물귀 인간|정치|잃어버린 문명|기억 조작|변신|여행|클론|종교|BL,"이것은 아주 먼 옛날의 이야기.아니, 이것은 까마득한 미래의 이야기.그 땅에 인류의 모습은 없고,인간을 닮은 인간이 아닌 자들이 가난하지만 소박하게 살아가고 있었다.그들은 노래한다.한때 이 땅에 신들의 전쟁이 있었다는 것을. 전쟁의 불길은 여러 나라를 끌어들였고,모순적이지만 격돌에 의해 진정한 모습을 되찾은 신은재앙의 원흉이 자신임을 깨닫고 스스로 깊은 잠에 들었다.어여삐 여기는 자들과 새로운 생명을 남기고서.우연인가 혹은 운명인가,두 개의 길은 해후하고 이윽고 수많은 빛이 모였다.하지만 태양은 가라앉고 유달리 빛나는 별 또한 져간다.그 빛을 꺼뜨리지 않기 위해 하얀 자는 거짓의 가면을 집어 들어 스스로 이름을 버리고,영원한 자는 하얀 자를 잃고 공허한 마음을 헤매며 걷는다.마주치는 길이 엇갈린 지금,커다란 전쟁의 불길이 이 땅을 뒤덮으려 하고 있었다.",6,하쿠(리켄 켄타로)|쿠온(타네다 리사)|안쥬(아카자키 치나츠)|네코네(미나세 이노리)|하쿠오로(코야마 리키야),카와무라 켄이치,"WHITE FOX, 킹 레코드, 크런치롤, 클락웍스, MAGES., Aquaplus",카부시키가이샤 아쿠아플러스,
471,https://anilife.app/content/471?tab=info,연맹공군 항공마법 음악대 루미너스 위치즈,連盟空軍航空魔法音楽隊ルミナスウィッチーズ,Renmei Kuugun Koukuu Mahou Ongakutai: Luminous Witches,,,,,,,,,음악,주로 여성 캐스트|동물귀 인간|귀여운 소녀들의 귀여운 일상|아이돌|마녀|마법|항공|CGI|여성 주인공|앙상블 캐스트|정치,"세계 각지를 돌면서네우로이와 싸우는 사람들과 고향에서 내몰린 사람들에게,잠깐이나마 마음의 안식과 치유를 가져와 주는 이색적인 항공대.'연맹공군 항공마법음악대 루미너스 위치스'.싸워서 모두를 지키는 종합전투항공대의 위치들과는 그 역할이 완전 반대로,싸우지 않는 위치들인 그녀들은 '노래와 음악'으로 모두의 미소를 지킨다!그녀들이 바로'연맹공군 항공마법음악대 루미너스 위치스'입니다!",6,루슬라노바 안드레예브나 리우드밀라(아이모토 아미)|가시옹 지오반나 에레오노레(미야코즈키 아야카)|디트리히 막달레네 마리아(후루나카 카나)|로버트슨 버지니아(나루미 마이)|린나마 패이빅키 아이라(시나구 료),사에키 아키시,"샤프트, 카도카와, AT-X, 카도카와 미디어 하우스, BS Nippon, Sammy, Docomo Anime Store, DeNA, TV Aichi, Production Ace",,
474,https://anilife.app/content/474?tab=info,슛! 미래를 향한 목표,シュート！Goal to the Future,Shoot! Goal to the Future,,,,,,,,,스포츠,축구|남성 주인공|주로 남성 캐스트|BL|LGBTQ+ 주제,"전 카케가와 고등학교 축구부 주장이자이탈리아 명문 팀에서 활약한 '세계의 투장' 카미야 아츠시.지금은 약체화된 카케가와 고등학교에 다니며축구부와는 거리를 두려고 하는 츠지 히데토.두 사람이 만났을 때, 새로운 전설의 막이 오른다.",6,츠지 히데토(코바야시 치아키)|카자마 조(오노 토모키)|코쿠보 코헤이(츠치야 카미바)|쿠로카와 스바루(도키 하야토)|카미야 아츠시(우메하라 유이치로),나카무라 켄유,"매직 버스, EMT Squared, 크런치롤, AT-X, 요미우리 TV 엔터프라이즈, BS Fuji, BS Nippon, NTT Plala, MAGNET, Amusement Media Academy, Horipro International, Production Ace, Being",오오시마 츠카사,
475,https://anilife.app/content/475?tab=info,유레이 데코,ユーレイデコ,Yurei Deco,,,,,,,,,미스터리|SF,여성 주인공|증강 현실|디스토피아|인공 지능|풍자|병렬 우주|탐정|음모|사이버펑크|찾은 가족,"정보도시 톰소여 섬의 주민들은 시각정보 디바이스를 사용하여 현실과 버추얼을 넘나드는 생활을 하고 있었고, 이들은 이 섬만의 시각화된 평가계수(포인트) '러브'를 모으는 것이 일상의 중요한 부분이었는데, 갑작스럽게 발생한 러브 소실 사건을 해결하기 위해 주인공 베리는 유령탐정단에 들어간다.",6,베리(카와카츠 미라이)|핵(나가세 안나)|핀(이리노 미유)|행크(사토 세츠지)|44 마담(조오크라 사유리),시모야마 토모히사,"Science SARU, 크런치롤, Bandai Namco Filmworks, NetEase Games",,
468,https://anilife.app/content/468?tab=info,사신 짱 드롭킥 X,邪神ちゃんドロップキックX,Jashin-chan Dropkick X,,,,,,,,,코미디|일상|초자연,괴물 소녀|천사|귀여운 소녀들의 귀여운 일상|악마|여성 주인공|고어|주로 여성 캐스트|풍자|메타|풍자|교육|청년|때림 개그|요괴|이세계,어느 날 갑자기 인간계로 소환 당해 버린 마계의 악마인 사신짱이 마계로 돌아가기 위한 방법으로 소환자의 목숨을 노리면서 벌어지는 기묘한 동거 생활 코미디 애니메이션,6,자신짱(스즈키 아이나)|하나조노 유리네(오오모리 히마사)|하츠네 미쿠(후지타 사키)|메두사(쿠보타 미유)|페코라(코사카이 유리에),야노 타카노리,"노마드, 미래 공방, BS Fuji, BS Nippon, BloomZ, Hokkaidou Bunka Housou, Office Nobu, SUPA LOVE, ibis Capital Partners, Gyokkoudou, TV Nagasaki, Cloud, Energy and System Planning",유키오,
473,https://anilife.app/content/473?tab=info,후토탐정,風都探偵,Fuuto Tantei,,,,,,,,,액션|드라마|미스터리|초자연,변신|탐정|이성애|오토바이|토쿠사츠|주로 어른 캐스트|남성 주인공|청년|기억상실|오타쿠 문화|식인증|음모|CGI|아이돌|비디오 게임,"그 거리에는 끊임없이 바람이 분다.자그마한 행복도, 커다란 불행도, 바람이 실어 온다.바람의 도시──후토.과거 거리를 위협했던 조직 「뮤지엄」은,가면라이더들에 의해 괴멸로 몰렸다.그러나, 조직에 의해 대량 생산된 위험한 아이템 「가이아 메모리」는 곳곳에 산재.감정이 휘몰아치는 후토에서 은밀하게 유통되어,메모리의 힘으로 괴인 「도펀트」로 변모하는 사람은 끊이지 않았다.상냥함 때문에 미적지근한 [하프보일드] 탐정, 히다리 쇼타로.두뇌파 탐정이자 그의 영원한 파트너 필립.두 사람이 소속된 나루미 탐정 사무소 앞에는, 오늘도 기묘한 의뢰가 들어온다.바람이 멈춘 거리에서 암약하는 수수께끼의 그림자. 그리고 나타난 마성의 미녀・토키메.그녀와의 만남이 쇼타로의 운명을 바꾸어 간다.쇼타로&필립, 둘이서 한 명인 탐정으로,가면라이더 W의 새로운 사건이 막을 연다──2009년 TV 방송 개시부터 13년.실사에서 만화로 무대를 옮겨 지금도 계속 이어지는 이야기를 전개하는 『가면라이더 W』.그 정식 속편인 『후토탐정』이, 드디어 애니메이션으로 움직이기 시작한다!!",6,히다리 쇼타로(호소야 요시마사)|필립(우치야마 코키)|토키메(세키네 아키라)|테루이 류(후루카와 신)|나루미 아키코(코마츠 미카코),카바시마 요스케,"Studio KAI, ADK 이모션즈, 반다이 스피리츠, Bandai, 토레이 비디오, Toei",이시노모리 쇼타로,
472,https://anilife.app/content/472?tab=info,프리마 돌,プリマドール,Prima Doll,,,,,,,,,드라마|SF|일상,비극|로봇|여성 주인공|기억상실|인공 지능|주로 여성 캐스트|일|전쟁|찾은 가족|귀여운 소녀들의 귀여운 일상|뮤지컬|기억 조작|군사|스팀펑크|CGI|시간 건너뛰기,찻집 흑묘정.그곳은 황도 5구의 구석에 덩그러니 있는 찻집.그곳에서 일하는 것은 기술의 정수를 모아서 만들어진 자율인형(오토마타) 소녀들.수년 전에야 겨우 끝난 대전쟁.그곳에서 병기로써 만들어진 소녀들.이윽고 맞이한 전후의 평화.새것과 다름 없이 수리되어 반짝반짝 새 옷을 입고새로운 역할을 찾아서 노랫소리를 드높인다.당신도 그녀들과 멋진 한때를 보내지 않으시겠습니까?,6,하이자쿠라(와키 아즈미)|카라스바(나나키 토모리)|겟카(토미타 미유)|호우키보시(나카지마 유키)|렛첼(키토 아카리),타나카 모토키,"AQUA ARIS, Bibury Animation Studios, 도쿄 MX, BS 아사히, 마이니치 방송, NBC유니버설 엔터테인먼트 재팬, MAGNET, JR 동일본 기획, Visual Arts, Pia",키,
476,https://anilife.app/content/476?tab=info,카미쿠즈☆아이돌,神クズ☆アイドル,Kami Kuzu☆Idol,,,,,,,,,코미디|초자연,유령|아이돌|오타쿠 문화|주로 남성 캐스트|주로 어른 캐스트|연기|도시|조세이|사후세계|여성 주인공|남성 주인공|CGI,잘생겼지만 의욕이 없는 아이돌과 이런 그에게 빙의한 전설의 아이돌이 톱 아이돌을 목표로 하는 이야기를 그린 코미디 애니메이션,6,니요도 유야(이마이 후미야)|모가미 아사히(히가시야마 나오)|요시노 카즈키(호리에 슌)|시나노 히토미(키타무라 에리)|세토우치 히카루(테라시마 타쿠토쿠),후쿠오카 다이세이,"Studio Gokumi, 에이벡스 픽처스, TV 도쿄, NTV 뮤직, AT-X, BS11, 비트 그루브 프로모션, 소츠, 콘텐츠 씨드, Ichijinsha",이소후라본 히지키,
